u	U	v	V	w	W
c	C	k	K	g	G	cc	Cc	kk	Kk
s	S	z	Z
x	X	ks	Ks	cs	Cs	xs	Xs	sx	Sx
i	I	j	J	ii	Ii	jj	Jj
